page,block,line,x0,y0,x1,y1,text,keyword,page_right,firm_name,german_subsidiary,notes,US company name,US Company,affiliated German firm name,German subsidiary,reviewed_notes,mentions a subsidiary,mentions stock ownership,subsidiary is AG,subsidiary is GmbH,mentions an affiliated company,mentions a plant/office/branch,is a subsidiary of a German firm,other types of agreement
3320,49,19,73.45,397.273,527.35,414.174,"Wo bblk Hamburg, Germany, reftnay: dally capacity, 5.000 bbls, of crude; storage capacity, 450,000 bbls. MaBKBuno ",German,,,,,Pan American Foreign Corporation,Pan American Foreign Corporation (Controlled by Standard Oil Co. [N. J.]),Ebano Asphalt Werke A. G.,,"Under section ""Subsidiaries""",True,False,True,False,False,False,False,False
3320,49,19,73.45,397.273,527.35,414.174,"Wo bblk Hamburg, Germany, reftnay: dally capacity, 5.000 bbls, of crude; storage capacity, 450,000 bbls. MaBKBuno ",German,,,,,Pan American Foreign Corporation,Pan American Foreign Corporation (Controlled by Standard Oil Co. [N. J.]),Ebano Asphalt Gesellschaft m.b.H.,Ebano Asphalt Gesellschaft m.b.H.,"Under section ""Subsidiaries""",True,False,False,True,False,False,False,False
3320,49,19,73.45,397.273,527.35,414.174,"Wo bblk Hamburg, Germany, reftnay: dally capacity, 5.000 bbls, of crude; storage capacity, 450,000 bbls. MaBKBuno ",German,,,,,Pan American Foreign Corporation,Pan American Foreign Corporation (Controlled by Standard Oil Co. [N. J.]),Emas A.G. fuer Strassenbaubedarf,,"Under section ""Subsidiaries""",True,False,True,False,False,False,False,False
3320,49,19,73.45,397.273,527.35,414.174,"Wo bblk Hamburg, Germany, reftnay: dally capacity, 5.000 bbls, of crude; storage capacity, 450,000 bbls. MaBKBuno ",German,,,,,Pan American Foreign Corporation,Pan American Foreign Corporation (Controlled by Standard Oil Co. [N. J.]),Euphalt Gesellschaft m.b.H.,Euphalt Gesellschaft m.b.H.,"Under section ""Subsidiaries""",True,False,False,True,False,False,False,False
3320,49,19,73.45,397.273,527.35,414.174,"Wo bblk Hamburg, Germany, reftnay: dally capacity, 5.000 bbls, of crude; storage capacity, 450,000 bbls. MaBKBuno ",German,,,,,Pan American Foreign Corporation,Pan American Foreign Corporation (Controlled by Standard Oil Co. [N. J.]),Teebaustoff Gesellschaft m.b.H.,Teerbaustoff Gesellschaft m.b.H.,"Under section ""Subsidiaries""",True,False,False,True,False,False,False,False
3377,27,73,225.85,446.732,370.85,457.033,"of oil fields in Germany and at Mar. 10, ",German,3377,NORTHERN EUROPEAN OIL CORP.,"West-Oel G.m.b.H., Erdoelwerke Wathlingen, Gewerkschaftliche Mineraloelgesellschaft m.b.H., Gewerkschaft Regna zu Caan, Oldenburgische Oelaufschlussgesellschaft m.b.H., Preussische Gewerkschaft Saar-Lothringen, Harburger Bergbau G.m.b.H.","Company is engaged in the exploitation of oil fields in Germany and at Mar. 10, 1934, owned and controlled through above subsidiaries) oil and gas rights covering 70,700 acres in Germany as follows: Oldenburg, 65,000; Hanover, 30,000; Ostfriesland, 25,000. In May, 1931, sold to interests identified with Royal Dutch Shell 600,000 acres for $900,000. In 1934, F. Baker, president, announced that stockholders approved on Mar. 16 an agreement for transfer of company's German properties, leases and concessions to a subsidiary of the Socony Vacuum Corp. for development and operation.",NORTHERN EUROPEAN OIL CORP.,North European Oil Corp.,West-Oel G.m.b.H.,West-Oel Gesellschaft m.b.H.,"In description: Owns entire capital stock of following companies: West-Oel G.m.b.H.; Erdoelwerke Wathlingen, Wuerttembergische Mineralgesellschaft m.b.H.; Nordeuropaeische Oelgesellschaft m.b.H.; Gewerkschaft Regina zu Caan; Oldenburgische Oelausbeutungesellschaft m.b.H., Preussische Gewerkschaft Scharrenberg, Harburger Bergbau G.m.b.H. Company in engaged in the exploitation of oil fields in Germany and at Mar. 10, 1934 owned or controlled (through above subsidiaries) oil and gas rights covering 705,700 acres In Germany as follows. Oldenburg, 650,000; Hanover, 80,700; Oetfrlesland, 25,000. In May, 1931, sold to interests identified with Royal Dutch Shell, 600,000 acres for $900,000.",True,False,False,True,False,False,False,False
3377,27,73,225.85,446.732,370.85,457.033,"of oil fields in Germany and at Mar. 10, ",German,3377,NORTHERN EUROPEAN OIL CORP.,"West-Oel G.m.b.H., Erdoelwerke Wathlingen, Gewerkschaftliche Mineraloelgesellschaft m.b.H., Gewerkschaft Regna zu Caan, Oldenburgische Oelaufschlussgesellschaft m.b.H., Preussische Gewerkschaft Saar-Lothringen, Harburger Bergbau G.m.b.H.","Company is engaged in the exploitation of oil fields in Germany and at Mar. 10, 1934, owned and controlled through above subsidiaries) oil and gas rights covering 70,700 acres in Germany as follows: Oldenburg, 65,000; Hanover, 30,000; Ostfriesland, 25,000. In May, 1931, sold to interests identified with Royal Dutch Shell 600,000 acres for $900,000. In 1934, F. Baker, president, announced that stockholders approved on Mar. 16 an agreement for transfer of company's German properties, leases and concessions to a subsidiary of the Socony Vacuum Corp. for development and operation.",NORTHERN EUROPEAN OIL CORP.,North European Oil Corp.,"Erdoelwerke Wathlingen, Wuerttembergische Mineralgesellschaft m.b.H.","Erdoelwerke Wathlingen, Wuerttembergische Mineralgesellschaft m.b.H.","In description: Owns entire capital stock of following companies: West-Oel G.m.b.H.; Erdoelwerke Wathlingen, Wuerttembergische Mineralgesellschaft m.b.H.; Nordeuropaeische Oelgesellschaft m.b.H.; Gewerkschaft Regina zu Caan; Oldenburgische Oelausbeutungesellschaft m.b.H., Preussische Gewerkschaft Scharrenberg, Harburger Bergbau G.m.b.H. Company in engaged in the exploitation of oil fields in Germany and at Mar. 10, 1934 owned or controlled (through above subsidiaries) oil and gas rights covering 705,700 acres In Germany as follows. Oldenburg, 650,000; Hanover, 80,700; Oetfrlesland, 25,000. In May, 1931, sold to interests identified with Royal Dutch Shell, 600,000 acres for $900,000.",True,False,False,True,False,False,False,False
3377,27,73,225.85,446.732,370.85,457.033,"of oil fields in Germany and at Mar. 10, ",German,3377,NORTHERN EUROPEAN OIL CORP.,"West-Oel G.m.b.H., Erdoelwerke Wathlingen, Gewerkschaftliche Mineraloelgesellschaft m.b.H., Gewerkschaft Regna zu Caan, Oldenburgische Oelaufschlussgesellschaft m.b.H., Preussische Gewerkschaft Saar-Lothringen, Harburger Bergbau G.m.b.H.","Company is engaged in the exploitation of oil fields in Germany and at Mar. 10, 1934, owned and controlled through above subsidiaries) oil and gas rights covering 70,700 acres in Germany as follows: Oldenburg, 65,000; Hanover, 30,000; Ostfriesland, 25,000. In May, 1931, sold to interests identified with Royal Dutch Shell 600,000 acres for $900,000. In 1934, F. Baker, president, announced that stockholders approved on Mar. 16 an agreement for transfer of company's German properties, leases and concessions to a subsidiary of the Socony Vacuum Corp. for development and operation.",NORTHERN EUROPEAN OIL CORP.,North European Oil Corp.,Nordeuropaeische Oelgesellschaft m.b.H.,Nordeuropaeische Oelgesellschaft m.b.H.,"In description: Owns entire capital stock of following companies: West-Oel G.m.b.H.; Erdoelwerke Wathlingen, Wuerttembergische Mineralgesellschaft m.b.H.; Nordeuropaeische Oelgesellschaft m.b.H.; Gewerkschaft Regina zu Caan; Oldenburgische Oelausbeutungesellschaft m.b.H., Preussische Gewerkschaft Scharrenberg, Harburger Bergbau G.m.b.H. Company in engaged in the exploitation of oil fields in Germany and at Mar. 10, 1934 owned or controlled (through above subsidiaries) oil and gas rights covering 705,700 acres In Germany as follows. Oldenburg, 650,000; Hanover, 80,700; Oetfrlesland, 25,000. In May, 1931, sold to interests identified with Royal Dutch Shell, 600,000 acres for $900,000.",True,False,False,True,False,False,False,False
3377,27,73,225.85,446.732,370.85,457.033,"of oil fields in Germany and at Mar. 10, ",German,3377,NORTHERN EUROPEAN OIL CORP.,"West-Oel G.m.b.H., Erdoelwerke Wathlingen, Gewerkschaftliche Mineraloelgesellschaft m.b.H., Gewerkschaft Regna zu Caan, Oldenburgische Oelaufschlussgesellschaft m.b.H., Preussische Gewerkschaft Saar-Lothringen, Harburger Bergbau G.m.b.H.","Company is engaged in the exploitation of oil fields in Germany and at Mar. 10, 1934, owned and controlled through above subsidiaries) oil and gas rights covering 70,700 acres in Germany as follows: Oldenburg, 65,000; Hanover, 30,000; Ostfriesland, 25,000. In May, 1931, sold to interests identified with Royal Dutch Shell 600,000 acres for $900,000. In 1934, F. Baker, president, announced that stockholders approved on Mar. 16 an agreement for transfer of company's German properties, leases and concessions to a subsidiary of the Socony Vacuum Corp. for development and operation.",NORTHERN EUROPEAN OIL CORP.,North European Oil Corp.,Gewerkschaft Regina zu Caan,Gewerkschaft Regina zu Caan,"In description: Owns entire capital stock of following companies: West-Oel G.m.b.H.; Erdoelwerke Wathlingen, Wuerttembergische Mineralgesellschaft m.b.H.; Nordeuropaeische Oelgesellschaft m.b.H.; Gewerkschaft Regina zu Caan; Oldenburgische Oelausbeutungesellschaft m.b.H., Preussische Gewerkschaft Scharrenberg, Harburger Bergbau G.m.b.H. Company in engaged in the exploitation of oil fields in Germany and at Mar. 10, 1934 owned or controlled (through above subsidiaries) oil and gas rights covering 705,700 acres In Germany as follows. Oldenburg, 650,000; Hanover, 80,700; Oetfrlesland, 25,000. In May, 1931, sold to interests identified with Royal Dutch Shell, 600,000 acres for $900,000.",True,False,False,True,False,False,False,False
3377,27,73,225.85,446.732,370.85,457.033,"of oil fields in Germany and at Mar. 10, ",German,3377,NORTHERN EUROPEAN OIL CORP.,"West-Oel G.m.b.H., Erdoelwerke Wathlingen, Gewerkschaftliche Mineraloelgesellschaft m.b.H., Gewerkschaft Regna zu Caan, Oldenburgische Oelaufschlussgesellschaft m.b.H., Preussische Gewerkschaft Saar-Lothringen, Harburger Bergbau G.m.b.H.","Company is engaged in the exploitation of oil fields in Germany and at Mar. 10, 1934, owned and controlled through above subsidiaries) oil and gas rights covering 70,700 acres in Germany as follows: Oldenburg, 65,000; Hanover, 30,000; Ostfriesland, 25,000. In May, 1931, sold to interests identified with Royal Dutch Shell 600,000 acres for $900,000. In 1934, F. Baker, president, announced that stockholders approved on Mar. 16 an agreement for transfer of company's German properties, leases and concessions to a subsidiary of the Socony Vacuum Corp. for development and operation.",NORTHERN EUROPEAN OIL CORP.,North European Oil Corp.,Oldenburgische Oelausbeutungesellschaft m.b.H.,Oldenburgische Oelausbeutungesellschaft m.b.H.,"In description: Owns entire capital stock of following companies: West-Oel G.m.b.H.; Erdoelwerke Wathlingen, Wuerttembergische Mineralgesellschaft m.b.H.; Nordeuropaeische Oelgesellschaft m.b.H.; Gewerkschaft Regina zu Caan; Oldenburgische Oelausbeutungesellschaft m.b.H., Preussische Gewerkschaft Scharrenberg, Harburger Bergbau G.m.b.H. Company in engaged in the exploitation of oil fields in Germany and at Mar. 10, 1934 owned or controlled (through above subsidiaries) oil and gas rights covering 705,700 acres In Germany as follows. Oldenburg, 650,000; Hanover, 80,700; Oetfrlesland, 25,000. In May, 1931, sold to interests identified with Royal Dutch Shell, 600,000 acres for $900,000.",True,False,False,True,False,False,False,False
3377,27,73,225.85,446.732,370.85,457.033,"of oil fields in Germany and at Mar. 10, ",German,3377,NORTHERN EUROPEAN OIL CORP.,"West-Oel G.m.b.H., Erdoelwerke Wathlingen, Gewerkschaftliche Mineraloelgesellschaft m.b.H., Gewerkschaft Regna zu Caan, Oldenburgische Oelaufschlussgesellschaft m.b.H., Preussische Gewerkschaft Saar-Lothringen, Harburger Bergbau G.m.b.H.","Company is engaged in the exploitation of oil fields in Germany and at Mar. 10, 1934, owned and controlled through above subsidiaries) oil and gas rights covering 70,700 acres in Germany as follows: Oldenburg, 65,000; Hanover, 30,000; Ostfriesland, 25,000. In May, 1931, sold to interests identified with Royal Dutch Shell 600,000 acres for $900,000. In 1934, F. Baker, president, announced that stockholders approved on Mar. 16 an agreement for transfer of company's German properties, leases and concessions to a subsidiary of the Socony Vacuum Corp. for development and operation.",NORTHERN EUROPEAN OIL CORP.,North European Oil Corp.,Harburger Bergbau G.m.b.H.,Harburger Bergbau G.m.b.H.,"In description: Owns entire capital stock of following companies: West-Oel G.m.b.H.; Erdoelwerke Wathlingen, Wuerttembergische Mineralgesellschaft m.b.H.; Nordeuropaeische Oelgesellschaft m.b.H.; Gewerkschaft Regina zu Caan; Oldenburgische Oelausbeutungesellschaft m.b.H., Preussische Gewerkschaft Scharrenberg, Harburger Bergbau G.m.b.H. Company in engaged in the exploitation of oil fields in Germany and at Mar. 10, 1934 owned or controlled (through above subsidiaries) oil and gas rights covering 705,700 acres In Germany as follows. Oldenburg, 650,000; Hanover, 80,700; Oetfrlesland, 25,000. In May, 1931, sold to interests identified with Royal Dutch Shell, 600,000 acres for $900,000.",True,False,False,True,False,False,False,False
